TrialNumber,ApplicationNumber,FilingDate,PatentNumber
IPR2015-00419,08525870,2014-12-11,5691336
IPR2015-00421,10154627,2014-12-11,6792373
IPR2015-00413,10336470,2014-12-11,7365871
CBM2015-00043,10956070,2014-12-11,8001053
IPR2015-00400,13210153,2014-12-12,8583556
CBM2015-00042,13210153,2014-12-12,8583556
IPR2015-00399,13210153,2014-12-12,8583556
CBM2015-00045,13210153,2014-12-12,8583556
CBM2015-00046,13210153,2014-12-12,8583556
CBM2015-00041,13210153,2014-12-12,8583556
IPR2015-00432,08780529,2014-12-15,5751346
IPR2015-00418,11840956,2014-12-15,8329172
IPR2015-00410,13536525,2014-12-18,8362085
IPR2015-00461,09637345,2014-12-18,6397622
IPR2015-00464,09846159,2014-12-18,6804660
IPR2015-00471,12359403,2014-12-19,8402115
CBM2015-00039,11423340,2014-12-20,7631191
IPR2015-00457,10015951,2014-12-22,7225160
CBM2015-00047,08351795,2014-12-22,5664110
IPR2015-00453,10773306,2014-12-22,7269576
IPR2015-00442,10345390,2014-12-22,6963859
IPR2015-00446,13584782,2014-12-22,8370956
IPR2015-00450,13585408,2014-12-22,8393007
IPR2015-00455,10773306,2014-12-22,7269576
IPR2015-00440,10345390,2014-12-22,6963859
IPR2015-00444,11304794,2014-12-22,7523072
IPR2015-00480,13293527,2014-12-22,8200746
IPR2015-00443,11304794,2014-12-22,7523072
IPR2015-00456,10773306,2014-12-22,7269576
IPR2015-00445,11304794,2014-12-22,7523072
IPR2015-00454,10773306,2014-12-22,7269576
IPR2015-00451,13585408,2014-12-22,8393007
IPR2015-00441,10345390,2014-12-22,6963859
IPR2015-00452,10773306,2014-12-22,7269576
IPR2015-00477,11128826,2014-12-22,7914569
IPR2015-00449,13585408,2014-12-22,8393007
IPR2015-00448,13584782,2014-12-22,8370956
IPR2015-00447,13584782,2014-12-22,8370956
IPR2015-00458,10015951,2014-12-22,7225160
IPR2015-00505,12122004,2014-12-24,8141505
IPR2015-00494,08724813,2014-12-24,6199076
IPR2015-00501,09782546,2014-12-24,7509178
IPR2015-00504,08410200,2014-12-24,5764571
IPR2015-00500,09782546,2014-12-24,7509178
IPR2015-00497,11378080,2014-12-29,7434974
IPR2015-00492,12054680,2014-12-29,7914196
IPR2015-00496,13315412,2014-12-29,8215816
IPR2015-00507,14092776,2014-12-29,8792232
IPR2015-00495,11454822,2014-12-29,7404660
IPR2015-00512,10258762,2014-12-30,8796347
IPR2015-00517,08410200,2014-12-30,5764571
IPR2015-00515,12744896,2014-12-30,8702631
IPR2015-00510,11805867,2014-12-30,8658710
IPR2015-00511,12495148,2014-12-30,8631935
IPR2015-00516,09053144,2014-12-30,6269275
IPR2015-00509,13155026,2014-12-30,8448786
IPR2015-00519,08884245,2014-12-31,5839108
IPR2015-00508,13764073,2014-12-31,8688008
IPR2015-00520,08485283,2014-12-31,7805749
IPR2015-00521,08449263,2014-12-31,7801304
IPR2015-00530,09318451,2015-01-05,6404953
IPR2015-00526,13683417,2015-01-05,8795741
IPR2015-00488,10743178,2015-01-05,8245756
IPR2015-00522,12821020,2015-01-05,8282966
IPR2015-00525,13651660,2015-01-05,8431163
IPR2015-00524,12821041,2015-01-05,8293284
IPR2015-00539,10370343,2015-01-07,6932912
IPR2015-00544,09929859,2015-01-07,7330817
IPR2015-00549,09753245,2015-01-08,6978346
IPR2015-00550,08930225,2015-01-08,6417191
CBM2015-00058,09590692,2015-01-09,6772132
IPR2015-00555,13198568,2015-01-09,8457228
CBM2015-00057,09894637,2015-01-09,6766304
IPR2015-00553,08385485,2015-01-12,5618045
CBM2015-00053,09270241,2015-01-12,6292547
CBM2015-00060,10154627,2015-01-13,6792373
IPR2015-00557,12106070,2015-01-13,8119358
IPR2015-00575,10298367,2015-01-15,6886956
IPR2015-00574,10005090,2015-01-15,6508563
IPR2015-00580,11102229,2015-01-16,7429827
IPR2015-00576,11667595,2015-01-16,7941174
IPR2015-00577,09831689,2015-01-16,6819923
IPR2015-00579,09800470,2015-01-16,7009634
IPR2015-00581,08968750,2015-01-19,6026527
IPR2015-00582,13589777,2015-01-20,8388501
IPR2015-00578,12289825,2015-01-20,8055820
IPR2015-00587,10882804,2015-01-21,7236739
IPR2015-00586,09853728,2015-01-21,6757517
IPR2015-00588,11566537,2015-01-21,7742740
IPR2015-00590,11563232,2015-01-21,8050652
CBM2015-00065,12029423,2015-01-22,7958204
CBM2015-00066,08726999,2015-01-22,5895468
IPR2015-00602,12991668,2015-01-22,8366268
IPR2015-00616,09011125,2015-01-23,6068352
IPR2015-00612,10336470,2015-01-23,7365871
IPR2015-00613,08806810,2015-01-23,6012780
IPR2015-00620,12317727,2015-01-26,7991792
IPR2015-00591,10236645,2015-01-28,7075585
IPR2015-00593,10884347,2015-01-28,7265792
CBM2015-00067,12641071,2015-01-29,8396808
IPR2015-00601,08219076,2015-01-30,5505419
IPR2015-00634,08050910,2015-02-02,5479479
IPR2015-00663,09925269,2015-02-02,7103511
IPR2015-00670,09255590,2015-02-02,6272349
IPR2015-00659,11159768,2015-02-02,7697492
IPR2015-00668,09439059,2015-02-02,6437692
IPR2015-00669,12428908,2015-02-02,8323701
IPR2015-00667,09255590,2015-02-02,6272349
CBM2015-00068,13441799,2015-02-02,8352317
IPR2015-00658,08858650,2015-02-02,6286045
CBM2015-00069,10873992,2015-02-02,7584167
IPR2015-00651,08902591,2015-02-03,6065046
IPR2015-00682,11112290,2015-02-03,7704984
IPR2015-00652,08902591,2015-02-03,6065046
IPR2015-00693,13736166,2015-02-04,8641681
IPR2015-00684,13098090,2015-02-04,8612515
IPR2015-00681,09357836,2015-02-04,6895557
IPR2015-00688,10961720,2015-02-04,7765482
IPR2015-00683,13098090,2015-02-04,8612515
IPR2015-00691,13135880,2015-02-04,8312091
IPR2015-00685,10961720,2015-02-04,7765482
IPR2015-00680,09357836,2015-02-04,6895557
IPR2015-00687,10961720,2015-02-04,7765482
IPR2015-00692,13135880,2015-02-04,8312091
IPR2015-00686,10961720,2015-02-04,7765482
IPR2015-00704,08659590,2015-02-05,6081534
IPR2015-00705,11071492,2015-02-05,7558283
CBM2015-00072,09453728,2015-02-05,6182078
IPR2015-00694,10759289,2015-02-05,7292867
IPR2015-00703,10004084,2015-02-05,7126940
IPR2015-00699,11327745,2015-02-05,7610512
IPR2015-00695,11857862,2015-02-05,7805149
IPR2015-00696,12963307,2015-02-05,8068858
IPR2015-00701,11457879,2015-02-05,7724720
IPR2015-00706,08612203,2015-02-05,5689252
IPR2015-00702,12543387,2015-02-05,7890802
IPR2015-00707,10438716,2015-02-05,7925981
IPR2015-00715,10616709,2015-02-06,8476010
IPR2015-00716,10438576,2015-02-06,7945860
CBM2015-00075,10849075,2015-02-09,7558807
IPR2015-00721,11845134,2015-02-10,7975726
IPR2015-00720,13187158,2015-02-10,8663685
IPR2015-00723,13161581,2015-02-11,8667991
IPR2015-00736,09683706,2015-02-13,7707591
CBM2015-00077,10438716,2015-02-14,7925981
IPR2015-00738,09190151,2015-02-14,6143032
IPR2015-00742,13548793,2015-02-16,8640905
CBM2015-00078,09520350,2015-02-16,6218930
IPR2015-00753,11548330,2015-02-17,7537370
IPR2015-00749,11245408,2015-02-17,7300194
IPR2015-00745,11454822,2015-02-17,7404660
IPR2015-00752,13315412,2015-02-17,8215816
IPR2015-00743,11264124,2015-02-18,7943945
IPR2015-00760,09093817,2015-02-18,6237127
IPR2015-00747,11839603,2015-02-18,7910938
IPR2015-00748,13040088,2015-02-18,8766298
IPR2015-00744,11264124,2015-02-18,7943945
IPR2015-00764,10601406,2015-02-18,7844657
IPR2015-00757,12054680,2015-02-18,7914196
IPR2015-00679,12364328,2015-02-18,8439821
IPR2015-00756,11244544,2015-02-18,7384177
IPR2015-00755,11378080,2015-02-18,7434974
IPR2015-00746,13798019,2015-02-18,8659034
IPR2015-00741,08621937,2015-02-18,6600175
IPR2015-00673,10033316,2015-02-19,7471310
IPR2015-00767,11429457,2015-02-19,7455134
CBM2015-00081,11112990,2015-02-19,8146077
IPR2015-00674,12250939,2015-02-19,7821530
IPR2015-00776,12690592,2015-02-19,7934041
IPR2015-00770,10484541,2015-02-19,7861158
IPR2015-00775,10484541,2015-02-19,7861158
IPR2015-00772,12910515,2015-02-19,7987311
IPR2015-00675,12250939,2015-02-19,7821530
IPR2015-00773,10658163,2015-02-19,7051147
IPR2015-00777,09965335,2015-02-19,6425035
IPR2015-00672,10033316,2015-02-19,7471310
IPR2015-00782,12857320,2015-02-20,8361121
IPR2015-00763,11293743,2015-02-20,7208895
CBM2015-00084,10762428,2015-02-20,7349837
IPR2015-00789,13773341,2015-02-20,RE44550
CBM2015-00083,10762428,2015-02-20,7349837
IPR2015-00788,13773341,2015-02-20,RE44550
IPR2015-00797,13091036,2015-02-23,8652654
IPR2015-00796,13484854,2015-02-23,8685543
IPR2015-00802,13215855,2015-02-24,8557285
IPR2015-00798,10298367,2015-02-25,6886956
IPR2015-00815,13350665,2015-02-26,8587436
IPR2015-00820,13673391,2015-02-27,8532641
IPR2015-00824,10666226,2015-02-27,7119664
IPR2015-00823,10666226,2015-02-27,7119664
IPR2015-00821,13673391,2015-02-27,8532641
IPR2015-00817,11010828,2015-02-27,8007826
IPR2015-00813,13911792,2015-03-02,8850009
CBM2015-00093,10946597,2015-03-03,7271929
CBM2015-00095,11112990,2015-03-03,8146077
IPR2015-00838,13227638,2015-03-03,8485565
IPR2015-00836,12950947,2015-03-03,8869307
IPR2015-00829,10298367,2015-03-03,6886956
IPR2015-00828,10005090,2015-03-03,6508563
IPR2015-00840,14018542,2015-03-03,8622441
IPR2015-00834,13315412,2015-03-04,8215816
IPR2015-00835,11244544,2015-03-05,7384177
IPR2015-00832,11378080,2015-03-05,7434974
IPR2015-00856,09218570,2015-03-06,6363377
IPR2015-00831,11378080,2015-03-06,7434974
IPR2015-00857,11244544,2015-03-09,7384177
IPR2015-00858,10126790,2015-03-09,7030149
IPR2015-00843,11245408,2015-03-09,7300194
IPR2015-00769,11390000,2015-03-10,7234351
IPR2015-00855,11454822,2015-03-10,7404660
IPR2015-00859,13079937,2015-03-10,8365742
IPR2015-00875,13723526,2015-03-11,8826432
IPR2015-00876,11583243,2015-03-12,7857455
IPR2015-00877,13047763,2015-03-12,8220934
IPR2015-00873,11374330,2015-03-12,7879828
IPR2015-00862,10707741,2015-03-16,7202843
IPR2015-00844,13464791,2015-03-16,8701554
IPR2015-00867,13336790,2015-03-17,8458341
IPR2015-00869,13336958,2015-03-17,8516131
IPR2015-00892,08484171,2015-03-17,5575333
IPR2015-00907,11370114,2015-03-19,7613926
IPR2015-00897,11454822,2015-03-19,7404660
IPR2015-00896,10298367,2015-03-19,6886956
IPR2015-00895,10005090,2015-03-19,6508563
IPR2015-00910,11283891,2015-03-20,7966654
IPR2015-00909,12489326,2015-03-20,8117344
IPR2015-00912,13526510,2015-03-20,8656479
IPR2015-00911,13114292,2015-03-20,8205251
IPR2015-00934,10298367,2015-03-24,6886956
IPR2015-00944,08683353,2015-03-25,5718737
IPR2015-00943,09057763,2015-03-25,6230521
IPR2015-00935,11105911,2015-03-25,7454201
IPR2015-00955,13665475,2015-03-26,8512729
IPR2015-00953,13114784,2015-03-26,8357378
IPR2015-00952,13744949,2015-03-26,8603511
IPR2015-00947,29211960,2015-03-26,D526197
IPR2015-00948,08903674,2015-03-26,6063061
IPR2015-00945,09032370,2015-03-26,6066325
IPR2015-00954,13174963,2015-03-26,8303981
IPR2015-00938,09732291,2015-03-27,6549970
IPR2015-00940,10772376,2015-03-27,7089342
IPR2015-00937,09732292,2015-03-27,6513088
IPR2015-00951,13936699,2015-03-27,8637801
IPR2015-00939,10166691,2015-03-27,6639588
IPR2015-00932,10086980,2015-03-27,7187383
IPR2015-00942,10160022,2015-03-27,7475180
IPR2015-00966,08431821,2015-03-28,5831637
IPR2015-00962,08836911,2015-03-28,5865519
IPR2015-00926,09591231,2015-03-28,6683615
IPR2015-00929,09591225,2015-03-28,7710425
IPR2015-00959,10599553,2015-03-28,7883212
IPR2015-00964,08657945,2015-03-28,6111584
IPR2015-00963,09280250,2015-03-28,6977649
IPR2015-00925,09591231,2015-03-28,6683615
IPR2015-00928,09591225,2015-03-28,7710425
IPR2015-00965,08657945,2015-03-28,6111584
IPR2015-00927,09591226,2015-03-28,7050061
IPR2015-00968,08762090,2015-03-30,5714927
CBM2015-00107,10420174,2015-03-31,7062683
IPR2015-00974,10307154,2015-04-01,7224668
IPR2015-00987,10068424,2015-04-01,6612713
IPR2015-00995,11181238,2015-04-02,7404804
IPR2015-00992,11687679,2015-04-02,7955286
CBM2015-00108,10438576,2015-04-02,7945860
IPR2015-00991,10795892,2015-04-02,7112179
IPR2015-00994,10298367,2015-04-02,6886956
IPR2015-00993,13194496,2015-04-02,8784343
IPR2015-01000,09350467,2015-04-03,7035914
IPR2015-01003,08566029,2015-04-03,5732375
IPR2015-00972,13689801,2015-04-06,8692659
IPR2015-01018,12704097,2015-04-06,7895059
IPR2015-01014,08719554,2015-04-06,6131121
IPR2015-01015,08721316,2015-04-06,6009469
IPR2015-01017,08533115,2015-04-06,6108704
IPR2015-01016,12966542,2015-04-06,8791049
IPR2015-01022,13290708,2015-04-08,8677494
IPR2015-01030,12536807,2015-04-09,8518987
IPR2015-01025,10961373,2015-04-10,7265494
IPR2015-01038,09391026,2015-04-10,6266563
IPR2015-01024,11785063,2015-04-10,7772781
IPR2015-00973,09108071,2015-04-10,6377577
IPR2015-00976,10087342,2015-04-10,7023853
IPR2015-01045,08276534,2015-04-13,5563883
IPR2015-01044,11244544,2015-04-13,7384177
IPR2015-01043,09769537,2015-04-13,6502030
IPR2015-01035,12800177,2015-04-14,8185611
IPR2015-01033,13374942,2015-04-14,8327011
IPR2015-01037,12800152,2015-04-14,8122141
IPR2015-01050,10087342,2015-04-16,7023853
IPR2015-01049,09108071,2015-04-16,6377577
IPR2015-01064,10658163,2015-04-17,7051147
IPR2015-01067,10005090,2015-04-17,6508563
IPR2015-01066,12690592,2015-04-17,7934041
IPR2015-01053,12561165,2015-04-17,8144182
IPR2015-01052,12561165,2015-04-17,8144182
IPR2015-01063,09965335,2015-04-17,6425035
IPR2015-01054,12561165,2015-04-17,8144182
IPR2015-01074,13480864,2015-04-18,8690476
IPR2015-01069,07883398,2015-04-18,5856336
IPR2015-01075,13480864,2015-04-18,8690476
IPR2015-01076,13340522,2015-04-20,8754090
IPR2015-01083,10015722,2015-04-21,6590365
IPR2015-01084,13011452,2015-04-21,8328361
IPR2015-01082,10015722,2015-04-21,6590365
IPR2015-01048,10568378,2015-04-22,7443170
IPR2015-01086,13040914,2015-04-22,8759393
IPR2015-01091,10177727,2015-04-24,7955794
IPR2015-01113,11454822,2015-04-24,7404660
IPR2015-01109,10329044,2015-04-24,7087397
IPR2015-01110,09648972,2015-04-24,6434486
IPR2015-01114,13315412,2015-04-25,8215816
CBM2015-00115,13835349,2015-04-27,8731977
IPR2015-01115,11378080,2015-04-27,7434974
IPR2015-01120,08884245,2015-04-28,5839108
IPR2015-01116,08868338,2015-04-30,6012007
IPR2015-01135,12193952,2015-04-30,7804734
IPR2015-01134,10946597,2015-04-30,7271929
CBM2015-00112,12697869,2015-05-01,8098600
IPR2015-01137,13680915,2015-05-01,8742281
CBM2015-00116,10955946,2015-05-01,8214246
IPR2015-01138,08392054,2015-05-01,5593582
CBM2015-00110,13350712,2015-05-01,8843120
CBM2015-00111,13944732,2015-05-01,8843141
IPR2015-01136,13372426,2015-05-01,8399514
CBM2015-00109,13784779,2015-05-01,8838074
IPR2015-01139,13227638,2015-05-01,8485565
IPR2015-01055,11788399,2015-05-04,RE41685
IPR2015-01056,11788399,2015-05-04,RE41685
IPR2015-01143,13951558,2015-05-04,8684420
IPR2015-01142,13906645,2015-05-04,8639838
IPR2015-01158,13024145,2015-05-06,8329407
IPR2015-01163,13024155,2015-05-06,8304193
IPR2015-01156,13563347,2015-05-06,8822148
IPR2015-01169,08690258,2015-05-07,5635517
IPR2015-01183,14161143,2015-05-08,8926137
IPR2015-01185,09738086,2015-05-08,6947748
IPR2015-01184,11199586,2015-05-08,7454212
IPR2015-01159,14068306,2015-05-11,8950161
IPR2015-01161,14307677,2015-05-11,8959876
IPR2015-01188,08289104,2015-05-11,5836013
IPR2015-01160,14284492,2015-05-11,8959875
IPR2015-01192,10329044,2015-05-12,7087397
CBM2015-00143,13438754,2015-05-13,8794516
CBM2015-00144,08928559,2015-05-14,5995947
IPR2015-01204,13446970,2015-05-14,8359102
IPR2015-01203,13446970,2015-05-14,8359102
IPR2015-01181,13652034,2015-05-14,8856221
IPR2015-01209,12121730,2015-05-18,8132720
IPR2015-01216,10377866,2015-05-18,7606843
IPR2015-01215,08695033,2015-05-18,5826034
IPR2015-01213,08695033,2015-05-18,5826034
IPR2015-01217,12557341,2015-05-18,8239347
IPR2015-01218,09793191,2015-05-18,6612985
IPR2015-01200,09348811,2015-05-19,6290699
IPR2015-01223,11562842,2015-05-19,7961860
IPR2015-01199,09348811,2015-05-19,6290699
IPR2015-01234,10408254,2015-05-20,6883492
IPR2015-01241,10158216,2015-05-21,6926907
IPR2015-01245,12489326,2015-05-21,8117344
IPR2015-01246,12489326,2015-05-21,8117344
IPR2015-01231,09406964,2015-05-22,6271884
CBM2015-00134,11182386,2015-05-26,8234184
IPR2015-01270,10609967,2015-05-26,7038685
CBM2015-00140,08661004,2015-05-26,5987434
CBM2015-00135,09354802,2015-05-26,6999938
CBM2015-00136,11618366,2015-05-27,7856375
IPR2015-01275,12348748,2015-05-27,8241284
CBM2015-00138,14101212,2015-05-27,8738435
CBM2015-00137,11615622,2015-05-27,7890366
CBM2015-00139,11741225,2015-05-27,7860744
IPR2015-01271,12882172,2015-05-27,8412185
IPR2015-01289,09342828,2015-05-28,6147458
IPR2015-01281,13018421,2015-05-28,8601154
IPR2015-01272,10189698,2015-05-28,RE43028
IPR2015-01306,12676307,2015-05-29,8065389
IPR2015-01304,14289366,2015-05-29,8899239
IPR2015-01314,09586249,2015-05-29,7209140
IPR2015-01313,11565451,2015-05-29,7456317
IPR2015-01305,08405454,2015-05-29,8048414
IPR2015-01299,13921582,2015-05-29,8910641
IPR2015-01301,13915427,2015-05-29,8863752
IPR2015-01311,09706646,2015-05-29,6282648
IPR2015-01302,13777927,2015-05-29,8893726
IPR2015-01308,13252108,2015-05-29,8204959
IPR2015-01316,09301609,2015-06-01,6804724
IPR2015-01318,12942763,2015-06-01,8252675
IPR2015-01315,10278071,2015-06-01,6819602
IPR2015-01329,09651408,2015-06-02,6895586
IPR2015-01282,13967163,2015-06-04,8629111
IPR2015-01337,14139308,2015-06-04,8776738
IPR2015-01342,10115279,2015-06-04,7688347
IPR2015-01278,13967179,2015-06-04,8633162
IPR2015-01283,13961828,2015-06-04,8685930
IPR2015-01286,13967189,2015-06-04,8642556
IPR2015-01284,13967168,2015-06-04,8648048
IPR2015-01350,12874190,2015-06-05,8922628
IPR2015-01344,14244471,2015-06-05,8858996
IPR2015-01346,09137443,2015-06-05,6099531
IPR2015-01349,12377616,2015-06-05,8280304
IPR2015-01334,11156823,2015-06-05,7441189
IPR2015-01345,09569020,2015-06-05,6423063
IPR2015-01361,13593497,2015-06-08,8860058
IPR2015-01328,08727409,2015-06-08,6066584
IPR2015-01360,13593497,2015-06-08,8860058
IPR2015-01365,12871684,2015-06-09,8090803
IPR2015-01372,13018420,2015-06-10,8572279
IPR2015-01371,13018420,2015-06-10,8572279
IPR2015-01354,12085263,2015-06-10,8906189
IPR2015-01389,09855653,2015-06-11,6831556
IPR2015-01374,10957018,2015-06-11,7370900
IPR2015-01378,13798019,2015-06-11,8659034
IPR2015-01390,10763015,2015-06-11,7664123
IPR2015-01382,09405982,2015-06-11,6578086
IPR2015-01404,10214048,2015-06-12,6775601
IPR2015-01249,08549766,2015-06-12,5606951
CBM2015-00153,13553437,2015-06-12,8423402
CBM2015-00148,11405312,2015-06-12,7711100
IPR2015-01250,08549766,2015-06-12,5606951
IPR2015-01415,13621382,2015-06-15,8543330
IPR2015-01413,14033963,2015-06-15,8676491
IPR2015-01435,13027929,2015-06-16,8924506
IPR2015-01420,13338191,2015-06-16,8454204
IPR2015-01434,12619643,2015-06-16,7908343
IPR2015-01438,11437959,2015-06-17,7672104
IPR2015-01439,09149025,2015-06-17,6289453
IPR2015-01428,13689801,2015-06-18,8692659
IPR2015-01430,13689801,2015-06-18,8692659
IPR2015-01451,13689801,2015-06-18,8692659
IPR2015-01440,11397542,2015-06-18,7706778
IPR2015-01431,13689801,2015-06-18,8692659
IPR2015-01433,13689801,2015-06-18,8692659
IPR2015-01441,12628574,2015-06-18,8150374
IPR2015-01436,13689801,2015-06-18,8692659
IPR2015-01450,13689801,2015-06-18,8692659
IPR2015-01427,13689801,2015-06-18,8692659
IPR2015-01426,13689801,2015-06-18,8692659
IPR2015-01429,13689801,2015-06-18,8692659
IPR2015-01452,10923432,2015-06-19,7460190
IPR2015-01448,08821930,2015-06-19,5995176
IPR2015-01422,08586602,2015-06-19,5732074
IPR2015-01423,08050910,2015-06-19,5479479
IPR2015-01442,09932180,2015-06-19,7295532
CBM2015-00151,13944732,2015-06-22,8843141
CBM2015-00150,13350712,2015-06-22,8843120
CBM2015-00149,13784779,2015-06-22,8838074
CBM2015-00152,12697869,2015-06-22,8098600
IPR2015-01478,09551365,2015-06-23,6542076
IPR2015-01479,09591580,2015-06-23,6417833
IPR2015-01495,14100717,2015-06-24,8895612
IPR2015-01498,09131409,2015-06-24,6161005
IPR2015-01484,10263554,2015-06-24,7277010
IPR2015-01485,10244334,2015-06-24,7397363
IPR2015-01482,10244334,2015-06-24,7397363
IPR2015-01487,09163360,2015-06-24,6308265
IPR2015-01494,13015385,2015-06-24,8054315
IPR2015-01503,13655152,2015-06-24,8681164
IPR2015-01486,09277935,2015-06-24,6549130
IPR2015-01499,09310574,2015-06-25,6211534
IPR2015-01505,08488322,2015-06-25,5777992
IPR2015-01511,09546266,2015-06-25,6432586
IPR2015-01507,07997158,2015-06-25,5323396
IPR2015-01510,09304188,2015-06-25,6826620
IPR2015-01476,13455841,2015-06-25,8727773
IPR2015-01506,08488318,2015-06-25,5539829
IPR2015-01496,11520168,2015-06-26,8404703
IPR2015-01522,11289179,2015-06-26,7657018
IPR2015-01513,12226819,2015-06-26,8375957
IPR2015-01523,09505656,2015-06-26,6366130
IPR2015-01492,12006546,2015-06-26,8569325
IPR2015-01514,14453461,2015-06-26,8916157
IPR2015-01517,14453490,2015-06-26,8916158
CBM2015-00154,08746755,2015-06-29,5816918
IPR2015-01526,10236348,2015-06-29,6761215
IPR2015-01463,11967692,2015-06-30,8090309
IPR2015-01504,08727409,2015-06-30,6066584
IPR2015-01527,13341542,2015-07-01,8940089
IPR2015-01464,12906033,2015-07-01,8725063
IPR2015-01531,13791174,2015-07-01,8725276
IPR2015-01543,09844858,2015-07-02,6519581
IPR2015-01541,08890302,2015-07-02,6183184
IPR2015-01540,10298367,2015-07-02,6886956
IPR2015-01542,09844858,2015-07-02,6519581
IPR2015-01549,11606663,2015-07-03,7930299
IPR2015-01550,13902132,2015-07-03,8729094
IPR2015-01547,12814584,2015-07-03,8141154
IPR2015-01553,13902132,2015-07-03,8729094
IPR2015-01555,12634534,2015-07-03,8646093
IPR2015-01552,11298475,2015-07-03,7757289
IPR2015-01548,11606707,2015-07-03,8015182
IPR2015-01551,13902132,2015-07-03,8729094
IPR2015-01545,10768920,2015-07-03,7756996
